Text,Language
"[49] Wikipedia bedöms dock vara betydligt mer neutral än kollektivt och användargenererat material i allmänhet på Internet (bloggar, sociala nätverk, diskussionsforum, kommentarsfält och andra wikier), sannolikt därför att de senare skrivs av mindre communities än Wikipedia och har färre innehållsstyrande policyer.",Sweedish
Därför är dessa avsevärt mer känsliga för starka uppfattningar och kontroversiella påståenden som framförs av dominerande bidragsgivare.,Sweedish
"[49] Wikipedias diskussionsforum karaktäriseras, trots redigeringskrig och kritik för pedanteri och sexism, tvärtom av sansade diskussioner mellan meningsmotståndare som hittar gemensam konsensus, och även vid djupt kontroversiella ämnen.",Sweedish
Med hänvisning till denna forskning har debattörer därför beskrivit Wikipedia som en möjlig lösning på internets största problem med osaklig polarisering och desinformation.,Sweedish
[50] Då Wikipedia är öppet för gemensam redigering och kan redigeras anonymt bedöms Wikipedias trovärdighet ofta efter hur fort felaktig eller missvisande information som avsiktligen har lagts in raderas.,Sweedish
"På engelskspråkiga Wikipedia gjordes en undersökning 2007 som visade att ca fem procent av det som skrivs på Wikipedia är klotter men att det har tagits bort inom en mediantid på 14 minuter, men i enstaka fall kan ligga kvar i flera år utan att upptäckas.",Sweedish
"Risken att den artikelversion man läser innehåller klotter beräknades till cirka 0,004 procent.",Sweedish
[51] En undersökning som publicerades 2005 i tidskriften Nature visar att när det gäller artiklar om vetenskapliga ämnen var engelskspråkiga Wikipedia nästan lika korrekt som Encyclopædia Britannica.,Sweedish
Wikipedia hade också ungefär samma antal allvarliga fel i artiklarna.,Sweedish
[52][53] Uppgifterna har ifrågasatts av Encyclopædia Britannica.,Sweedish
[54] I en jämförelse utförd av Svenska Dagbladet 2006 där nio experter granskade varsin av nio artiklar mellan Nationalencyklopedin och svenskspråkiga Wikipedia var Nationalencyklopedin bäst i sex fall och Wikipedia var bäst i tre fall.,Sweedish
"[55] Statens medieråd skrev (i en icke daterad artikel tillgänglig 2015) att ""De stickprov som gjorts visar dock på små skillnader.",Sweedish
Där NE vinner i tillförlitlighet vinner Wikipedia i aktualitet.,Sweedish
Man ska dock tänka på att vissa texter på Wikipedia bara är påbörjade medan andra kan vara betydligt mer utvecklade än innehållet i NE.,Sweedish
"""[56] Ungefär ett år senare togs formuleringen om tillförlitlighet och aktualitet bort i en senare version av artikeln.",Sweedish
[57] Den 24 oktober 2005 publicerade brittiska The Guardian en artikel med titeln ”Can you trust Wikipedia?” ('Kan man lita på Wikipedia?'),Sweedish
där en panel av experter ombads granska sju artiklar som berörde deras specialområden och betygsätta artiklarna med 0-10 poäng.,Sweedish
"Alla artiklarna fick mellan 0 och 8 poäng, men de flesta fick mellan 5 och 8 poäng.",Sweedish
"[58] Den vanligaste kritiken var: Det vanligaste berömmet var: Kritik och skepsis mot Wikipedia har funnits sedan start, och var särskilt framträdande när allmänheten först började upptäcka fenomenet och olika incidenter inträffade första gången.",Sweedish
Eftersom engelskspråkiga Wikipedia är den största språkupplagan tar mycket av kritiken sina exempel därifrån.,Sweedish
Till de skarpaste kritikerna hör ofta personer vars bidrag till Wikipedia har raderats.,Sweedish
Wikipedia får kritik för att artiklarnas tillförlitlighet är blandad och för att vissa artiklar är mycket korta eller har knapphändigt med källhänvisningar.,Sweedish
"Wikipedia får kritik för att författarna i hög grad är västerländska män, ofta med akademisk bakgrund, och att balansen mellan artikelämnen och perspektiv kan påverkas av dessa författares intresseområden.",Sweedish
Wikipedias öppenhet gör den mottaglig även för redigeringar som inte är välmenade.,Sweedish
"Eftersom öppna nätverk fortfarande är en ny företeelse för de flesta, är många besökares första redigering rent klotter - de testar om ""Redigera den här sidan"" verkligen är det den ger sig ut för att vara.",Sweedish
Många användare upptäckte Wikipedia på liknande sätt och eftersom klotter är lätt att ta bort är toleransen också ganska hög gentemot företeelsen.,Sweedish
Det tar inte lång tid innan uppenbart klotter är borttaget.,Sweedish
Däremot tolereras inte avsiktlig vandalism.,Sweedish
Användare som kontinuerligt förstör artiklar kan utestängas från framtida deltagande i projektet genom att en administratör blockerar deras användarkonto eller IP-adress.,Sweedish
"En tidig studie gjord av IBM 2003 visade att vandalism i genomsnitt tas bort mycket snabbt, men i enstaka fall kan ligga kvar mycket länge.",Sweedish
[59] En annan tidig studie (från 2007) som mätte sidvisningar på engelskspråkiga Wikipedia med felaktigt vandaliserat innehåll kom fram till att 42 procent av allt klotter eller vandalism återställdes innan det hunnit ses av icke inloggade användare.,Sweedish
[60] Ett annat beteende som ofta ses som ett problem är bidragsgivare som använder flera användarnamn utöver sitt egentliga i vilseledande syfte.,Sweedish
Dessa kallas sock puppets eller marionetter.,Sweedish
"Grundaren Larry Sanger övergav tidigt projektet, och har sedan dess varit en av dess kritiker.",Sweedish
Han menade våren 2020 att Wikipedia allvarligt lider av bristande neutralitet därför att man enligt honom har övergett principen om att återge många perspektiv och att inte ta ställning.,Sweedish
"Engelskspråkiga Wikipedia har istället börjat tillämpa en princip om att undvika falsk balans, och tar därför ställning för etablerade vetenskapliga uppfattningar.",Sweedish
Enligt Sanger främställs därför minoritetsuppfattningar bland forskare ibland som pseudovetenskap.,Sweedish
"Sanger ger även exempel på icke-vetenskaplig religionskritik som har fått utrymme, och på att Wikipedia enligt honom ger vänsterpolitisk kritik större utrymme än högerperspektiv.",Sweedish
[61] Wikipedia har anklagats för att ha en tendens att täcka vissa ämnen oproportionerligt i förhållande till hur viktigt ämnet är.,Sweedish
"I en intervju med The Guardian[62] 2004 sade Dale Hoiberg, Encyclopædia Britannicas chefredaktör, om engelskspråkiga Wikipedia: Intervjun publicerades 26 oktober 2004.",Sweedish
"28 mars 2005 hade artikeln om kinesisk konst blivit tre gånger så stor som den om orkanen Frances, underartiklar ej inräknade, och artikeln om Tony Blair var 50 % större än den om Coronation Street.",Sweedish
"Wikipedias förespråkare pekar på sådana exempel för att visa att vinklingarna kommer att bli mindre med tiden, medan motståndare anser att just dessa artiklar fick extra uppmärksamhet på grund av intervjun, och att ökningen inte gäller alla artiklar.",Sweedish
[källa behövs] År 2006 listade hemsidan wikipedia-watch.org ett dussintal plagieringar gjorda av redaktörer på den engelska versionen av Wikipedia.,Sweedish
"Jimmy Wales som varit med och grundat Wikipedia sade i detta sammanhang: ""Vi måste hantera sådana händelser på fullaste allvar, utan nåd, eftersom denna typ av plagiering strider till 100 % mot alla våra grundläggande principer.",Sweedish
"[63] Wikipedia har kritiserats, bland annat av Larry Sanger 2012, för att tillåta sexuellt innehåll i sina artiklar, bland annat bilder och filmer av onani och ejakulation samt även foton från pornografiska filmer i flera artiklar.",Sweedish
[64] Kritikerna menade att sexuellt innehåll visas för frikostigt på Wikipedia och att bilderna är för lättåtkomliga för barn som eventuellt använder Wikipedia i sitt skolarbete.,Sweedish
[64][65] Exempelvis visas det kontroversiella originalomslaget till albumet Virgin Killer av bandet Scorpions på engelska Wikipedia.,Sweedish
Omslaget föreställer en naken minderårig flicka.,Sweedish
2008 blockerades artikeln under fyra dagar av de flesta av Storbritanniens internetleverantörer.,Sweedish
"[66] Detta efter att den rapporterats som barnpornografi av ”The Internet Watch Foundation”, en ideell organisation som letar efter olagligt innehåll på Internet och samarbetar med bland annat brittisk polis.",Sweedish
De ansåg då att införandet av bilden i artikeln var ”smaklöst”.,Sweedish
"[67] Efter att Wikipedias grundare Larry Sanger pekat ut vad han ansåg vara fall av barnpornografi i Wikipedias bildbank Wikimedia Commons, tog Wikipedias andra grundare Jimmy Wales hastigt bort flera bilder med sexuellt innehåll, inklusive sakligt material, utan att konsultera användarna i stort.",Sweedish
Detta har han fått kritik för och har nu frivilligt gett upp en del av de privilegier han haft som grundare.,Sweedish
"[68] Under 2007 utvecklade CalTech-studenten Virgil Griffith webbtjänsten ""WikiScanner"" som samkör flera register.",Sweedish
"Därigenom upptäcktes det att olika organisationer, till exempel CIA, Vatikanen och Astra Zeneca redigerat vinklat i artiklar som rörde deras respektive områden.",Sweedish
"Generellt betraktades företagens beteende som dåligt, medan Wikiscanner spåddes få stor betydelse för att övervaka kvaliteten på Wikipedia.",Sweedish
"[69] WikiScanning-historien uppmärksammades av The Independent, som fastslog att många censureringar, som gjorts på en rad Wikipediaartiklar av användare med egenintresse, hade upptäckts: Wikipedia har kritiserats för att ha löst definierade krav på vilka ämnen som anses vara tillräckligt kända att det är relevanta för uppslagsverket och kan få egna artiklar utan att raderas.",Sweedish
Författaren Nicholson Baker skrev i The New York Review of Books att diskussionen kring vad som är relevant är så kontroversiell att ingen kan bilda sig en klar uppfattning och hävdade att artiklar om ämnen som borde vara relevanta lätt raderas.,Sweedish
[70] Wikipedia har kritiserats för att en liten grupp människor står för den största delen av innehållet.,Sweedish
[71] Mätningar av Wikipedias neutralitet visar att det kan krävas ett mycket stort antal bidrag (ofta tusentals) för att en Wikipediaartikel ska uppnå kvalitet som är jämförbar med en expertförfattad uppslagsverksartikel.,Sweedish
"Det kollaborativa skrivandet är därmed ineffektivt, och gör att nyskapade artiklar och artiklar som inte har många bidragsgivare kan ha stora brister.",Sweedish
[49] Auktoritetsbristen och avsaknad av expertgranskning innebär att en kvalitetssäkring saknas av artiklarnas lägstanivå.,Sweedish
När nya bidrag görs till Wikipedia handlar det ofta om små delar eller delar av en sida som ej utsätts för granskning.,Sweedish
Hög- och lågkvalitetsändringar kan då blanda sig i samma artikel.,Sweedish
"Till exempel sa historikern Roy Rosenzweig: ""Rent generellt är själva skrivandet Wikipedias akilleshäl.",Sweedish
Grupper skriver sällan bra och bidragen på Wikipedia är ofta av ojämn kvalitet som beror på att meningar och stycken skrivna av olika personer har sammanfogats.,Sweedish
"""[72] Även om en artikel är faktamässigt korrekt kan den lida av andra kvalitestsbrister, exempelvis att språket har bristande läsbarhet, ibland så att det ser ut som att den har maskinöversatts flera gånger.",Sweedish
[73]  Orsaken kan vara att olika delar har redigerats av olika bidragsgivare med olika grad av språkliga färdigheter och olika syn på hur tekniskt detaljerat språket ska vara.,Sweedish
"I mindre språkversioner av Wikipedia kan bristerna bero på att mycket av innehållet kommer från översättningar av gamla versioner av Wikipediaartiklar på andra språk, och från nationell nyhetsmedia, i stället för från aktuella auktoritativa källor.",Sweedish
Översättningen kan vara bristfällig och kvalitetsbrister kan ligga kvar länge om få kontrollerar artikeln.,Sweedish
"Bibliotekarien Philip Bradley säger i en intervju med The Guardian i oktober 2004 att ""Det huvudsakliga problemet är bristen på auktoritet.",Sweedish
"Med tryckta publikationer måste utgivaren se till att den information denne publicerar är sanningsenlig då deras levebröd hänger på det.""",Sweedish
[62][74] Encyclopædia Britannicas före detta chefredaktör Robert McHenry och Paul Vallely har även de noterat att Wikipedias läsare inte kan veta vem som skrivit artikeln de läser - den kan vara skriven av någon som inte är en expert på ämnet.,Sweedish
"McHenry har också framfört att Wikipedia faller på att den säger sig vara en encyklopedi, ett ord som inger en auktoritet och pålitlighet som är oförenligt med koncepten öppenhet och wiki.",Sweedish
"[75][76] Larry Sanger, Nupedias förre chefredaktör, har i en intervju med Kuro5hin sagt att ett av Wikipedias stora problem är den ""anti-elitism"" som finns.",Sweedish
Wikipedia ber användarna att verifiera innehållet genom att uppge och kontrollera källor.,Sweedish
"Dessa kan i praktiken vara bloggar, och ibland kan det visa sig att en artikel på Wikipedia verifieras genom att innehållet kontrolleras mot en källa, som i sin tur har använt Wikipedia som källa utan att uppge detta.",Sweedish
I en magisteruppsats har det visat sig att över 90 procent av de gymnasieelever som ingick i undersökningsgruppen ser förekomsten av källor som det främsta kriteriet i bedömningen av en artikels tillförlitlighet.,Sweedish
"Ett betydligt mindre antal elever, bara två procent, tycker att författaren till artikeln är viktig.",Sweedish
"[77] Detta skiljer sig därför markant från andra uppslagsverk, där till exempel en aktad författare eller forskare kan anses som en trovärdig källa.",Sweedish
"I ""Cult of the Amateur – How Today’s Internet is Killing Our Culture and Assaulting Our Economy"",[78] berättar IT-entreprenören Andrew Keen om sitt missnöje med Wikipedia.",Sweedish
Han menar att de amatörer som skriver på sidan växer på bekostnad av forskare och experter.,Sweedish
Detta bidrar till en disharmoni när webben utvecklas och författaren får ett samspel med publiken.,Sweedish
"Gränsen mellan amatör och expert suddas ut då amatörernas bloggar eller redigeringar inte alltid är kvalitetssäkrade, utan helt enkelt det som blir det mest intressanta och som då hörs mest.",Sweedish
"Han menar dock inte att det är den öppna tekniken, där alla är välkomna som användare som är problemet, utan själva implementeringen - det krävs en balansgång mellan öppenheten och auktoriteten.",Sweedish
[79] Under åren har det inletts flera projekt för att få forskare att hjälpa till att stärka kvaliteten i Wikipedias artiklar.,Sweedish
"[80] Wikipedias regler tillåter inte  originalforskning och att nya begrepp myntas där, utan de måste första ha publicerats, men nya begrepp kan få större spridning om de nämns på Wikipedia, och forskaren som har myntat begreppet kan därmed bli citerad mer ofta i studentuppsatser och vetenskapliga publikationer.",Sweedish
Undersökningar (bland annat 2017[81]) har visat att ord som presenterats i Wikipedia-artiklar senare ofta kan dyka upp i akademiska uppsatser.,Sweedish
[82][83][84] Den akademiska tidskriften RNA Biology började 2008 koppla samman artikelskrivandet i tidskriften och dess relaterade databas med skrivandet på Wikipedia.,Sweedish
"[85] I bokkapitlet ""Wikipedianer: om Wikipedia i undervisningen"" i antologin ""Pedagogiskt arbete i teori och praktik: om bibliotekariens roll för studenters och doktoranders lärande"" (red.",Sweedish
"Birgitta Hansson & Anna Lyngfelt) skriver högskolebibliotekarien Jan Hjalmarsson om hur Wikipedia kan användas i högre utbildning för att träna studenterna i att jämföra källor, diskutera och problematisera olika typer av digitala källor.",Sweedish
"Han beskriver hur han har arbetat med Wikipedia i undervisningen inom etnologiämnet på Södertörns högskola, och hur studenterna fick en uppgift som innebar att skulle skriva/redigera artiklar på Wikipedia om olika för etnologiämnet relevanta vetenskapliga begrepp som t.ex.",Sweedish
"subkultur, motkultur, genus och intersektionalitet.",Sweedish
"[86] Ett annat exempel på hur studenterna kan arbeta med Wikipedia inom ramen för sina högskolestudier beskrivs i artikeln ""Bildning för vår tids bibliotek"" skriven av Karin Grönvall och Jan Hjalmarsson där de lyfter fram ett samarbete med ämnet marinarkeologi på Södertörns högskola.",Sweedish
"[87] Den globala enkätundersökningen Wikimedia General User Survey 2009[88] genomfördes under hösten 2008 bland besökare av 21 språkversioner av Wikipedia, främst den engelska, tyska och spanska versionen, dock ej den svenska versionen.",Sweedish
Deltagarna i enkäten var boende i 228 olika länder.,Sweedish
"1,14% var från Sverige.",Sweedish
"Av enkätsvaren var 35% Wikipediaförfattare (i huvudsak icke regelbundna bidragsgivare), medan 65% läste Wikipedia utan att bidra.",Sweedish
"0,98% var dessutom administratörer.",Sweedish
"12,8% av författarna och 31,2% av läsarna var kvinnor.",Sweedish
Deltagarna var i åldrarna 10 - 85 år.,Sweedish
"Medelåldern bland författarna var 26,8 år, och bland läsarna 25,3 år.",Sweedish
"Gällande högsta examen som Wikipediaförfattarna hade uppnått hade 4,6% doktorerat, 15,1% hade högst uppnått masters/magisterexamen, 28,4% högst kandidatexamen, 33,4% endast gymnasieexamen, och 12,4% endast grundskoleexamen.",Sweedish
Enligt en artikel i DN är bara drygt 10 procent av de som bidrar till Wikipedia kvinnor.,Sweedish
"[89][90] I en studie bland internetanvändare som genomfördes under 2007 av Hitwise (australiskt marknadsundersökningsföretag) och som även återgavs i tidningen Time,[91] fann man att Wikipedias besökare var nästan jämnt fördelade mellan män och kvinnor men att 60% av alla redigeringar gjordes av män.",Sweedish
2018 rapporterade The Guardian att studier visar att endast 16% av redigerare på Wikipedia är kvinnor.,Sweedish
"[92] I konferensartikeln ""Talk before you Type: Coordination in Wikipedia""[93] har artiklarnas diskussionssidor undersökts.",Sweedish
"Författarna har klassificerat sidorna i elva olika kategorier: koordinering av redigering, fakta som saknas, klotter, policy och riktlinjer, länkar till interna Wikipediaresurser (andra diskussionssidor), ""off topic"", omröstningar, granskning för artikelrekommendation, ""infobox"", bilder och övrigt.",Sweedish
Författarna menar att en del strategisk planering av artikelredigering sker genom diskussionssidorna.,Sweedish
I en tidigare artikel hade samma författare presenterat diskussionssidorna som en arena enbart för konfliktlösning.,Sweedish
"Författarna hävdar också att samtalet i diskussionssidorna är formaliserat (vissa etikettregler finns, som att signera sina inlägg) och policydrivet (referenser till riktlinjerna förekommer ofta).",Sweedish
"En beskrivande studie[94] som analyserade engelskspråkiga Wikipedias policyer och riktlinjer fram till september 2007 identifierade en del intresseväckande statistik: Även om grundprincipen ""Strunta i reglerna"" (ignore-all-rules) endast är sexton ord lång på engelskspråkiga Wikipedia så är sidan som förklarar policyn över femhundra ord lång.",Sweedish
"Den hänvisar läsarna till sju andra dokument, den har genererat över 8 000 ord av diskussion och har redigerats över 100 gånger under mindre än ett år.",Sweedish
"Studien jämförde även utvecklingen av policyer i form av tillförda ord jämfört med när de först skrevs: Siffran för ""deletion"" ansågs ej vara rättvis och heltäckande då policyn har delats upp i flera underpolicyer.",Sweedish
Wikipedia gör det möjligt att redigera anonymt.,Sweedish
"De som redigerar måste inte uppge sin identitet, eller ens en e-postadress.",Sweedish
"En studie från 2007 vid Dartmouth College av franskspråkiga och nederländska Wikipedia, pekar på att i motsats till det förväntade sociala mönstret, var de som redigerade anonymt några av de mest produktiva bidragsgivarna av innehåll med hög klass.",Sweedish
"[förtydliga] Förklaringen till detta[förtydliga] skulle enligt forskarna ligga i att förutsättningarna för att producera det som man kan kalla för ”allmän egendom” (collective goods) är så annorlunda vad gäller Wikipedia, jämfört med andra sammanhang.",Sweedish
Det anses allmänt bland sociologer att det behövs en kritisk massa när en heterogen grupp med individer med både olika förutsättningar och motivation ska komma igång med att producera ”allmän egendom”.,Sweedish
Denna uppnås med det produktionssätt som till exempel Wikipedia har på ett enklare och snabbare sätt än annars.,Sweedish
Det blir fler som deltar och kvalitén ökar.,Sweedish
"Med andra ord gör tekniken det möjligt att nå tidigare outnyttjade ""resurser"", genom att tröskeln för att delta sänkts.",Sweedish
Forskarna valde 1 000 bidrag av registrerade användare och 1 000 bidrag av icke registrerade användare slumpmässigt ur vardera språkgrupp (av totalt mer än 87 000 bidrag den 1 mars 2005).,Sweedish
[95][förtydliga] I en studie [96] utförd av forskare från University of Washington och HP Labs har man försökt analysera redigeringskrig och konflikter i engelskspråkiga Wikipedias datadump från 2006: Wikipedia är ett massornas samarbete där formuleringen av artiklar inte bestäms definitivt utan genom konsensus.,Sweedish
De sociala relationerna mellan Wikipedianerna leder ibland till konflikter.,Sweedish
"Policyer (""policies"") och riktlinjer (""guidelines"") underlättar ofta konfliktlösning men forskarna har hittat flera exempel där fundamentalt olika tolkningar av policyer inte har lett till någon lösning utan tvärtom förhindrat konsensus.",Sweedish
Författarna har valt att analysera engelskspråkiga Wikipedias datadump från 2006.,Sweedish
I denna dump har man försökt hitta redigeringskrig genom att studera artiklar med minst 250 redigeringar på dess diskussionssidor.,Sweedish
"Detta motsvarade 0,3 % av alla diskussionssidor.",Sweedish
"Dessa utvalda diskussionssidor täckte in 28,4 % av alla redigeringar på diskussionssidorna i dumpen.",Sweedish
"Dessutom täcker detta urval in 51,1 % av alla länkar till policyer.",Sweedish
Sedan har man från de utvalda diskussionssidorna riktat in sig på kritiska sektioner genom att välja redigeringar under en tidsperiod då det var både många redigeringar på artikelsidan såväl som på diskussionssidan.,Sweedish
Man hittade att tillit till konsensus ofta leder till ett antal tillfälliga maktspel.,Sweedish
Maktspel som uppträdde ofta handlade om: Konsensus är aldrig slutgiltig och i dispyter diskuteras ofta legitimiteten i tidigare konsensus.,Sweedish
Veteraner vill inte slösa tid på frågor som de anser lösta medan nybörjare uppfattar att deras perspektiv inte representerats i tidigare argument och därför vill lyfta konsensus till diskussion igen.,Sweedish
"Artikelförfattarna menar att Wikipedias nätgemenskap främjas av det svåra arbetet att söka konsensus och att sådant arbete kanske är det största formuleringsarbetet i Wikipedia och motsätter sig andra forskares åsikt att dessa aspekter av samarbetet är ""kostsamt"" och ""improduktivt"".",Sweedish
Man erkänner dock att en del koordinationsarbete kan vara överflödigt men att eventuella verktyg för att underlätta koordinering inte får förstöra den sammanhållande funktion som konsensussökande diskussioner också skapar.,Sweedish
Med koordinationsarbete menar man mödan att beskriva och arkivera tidigare diskussioner samt att hitta bland arkiverade diskussioner.,Sweedish
"Det man efterfrågar är bland annat visualiseringsverktyg för att annotera tidigare konsensus och vilka som var med i denna process, för att sammanfatta konflikter över tid så att man lättare kan förstå en artikels tillstånd.",Sweedish
"Ett meritsystemverktyg skulle kunna motivera till meningsfulla redigeringar, men kan även ge upphov till konkurrens.",Sweedish
Ett innehållsdrivet meritsystem riskerar att bidragsgivare av rädsla för att sänka sin meritstatus försöker förhindra att deras text ändras.,Sweedish
"Forskare vid Carnegie Mellon University har utifrån en mängd statistik försökt skapa en modell
[97] för att förstå och förutsäga administratörsval på engelskspråkiga Wikipedia.",Sweedish
I modellen har de tagit in flera faktorer som i olika utsträckning påverkade resultatet av valet.,Sweedish
"Bland annat kunde de visa att antalet artikelredigeringar påverkade väldigt lite, men att policy- och projektredigeringar höjde chanserna från 1,8 % till 17-19 % per 1 000 redigeringar.",Sweedish
"De visade även att aktivitet i inom olika områden och att skriva redigeringssammanfattningar ökade chanserna att bli vald, medan medverkan i medlingsärenden över lag sänkte chanserna.",Sweedish
Modellen använde dock rätt trubbiga mått på aktiviteten och forskarna konstaterar att man bör analysera vad administratörerna gör mer exakt.,Sweedish
"Forskarna påpekar själva att modellen inte tar vara på kvalitén i redigeringarna utan bara utgår från kvantiteten, men den har ändå visat sig kunna förutsäga 74,8 % av valresultaten.",Sweedish
Några exempel på faktorer: (Värden inom parentes är inte statistiskt säkerställda) I studien The Work of Sustaining Order in Wikipedia: The Banning of a Vandal[98] undersöks hur automatiserade och halvautomatiserade verktyg i kombination med samarbete bekämpar vandalism.,Sweedish
Den visar på att sådana verktygs användning ökar i en omfattning som få tidigare har uppmärksammat.,Sweedish
Studien inkluderar en fallstudie och ger en inblick i om hur snabbt en envis klottrares bidrag återställs och hur klottraren sedan blockeras.,Sweedish
"I studien Wikipedians are born, not made: a study of power editors on Wikipedia[99] från 2009 bekräftar Katherine Panciera m.fl.",Sweedish
tidigare undersökningar som visar att en relativt liten grupp användare står för en stor del av redigeringarna och för en stor del av det material som blir kvar i artiklarna.,Sweedish
"Författarna visar att dessa användare går att känna igen från deras första tid på Wikipedia, bland annat genom att de gör flera redigeringar per dag.",Sweedish
"Dessa användare hänvisar också ofta till Wikipediaprojektets normer, såsom att skriva från en neutral utgångspunkt.",Sweedish
Författarna föreslår olika åtgärder för att öka andelen användare som stannar och förblir produktiva.,Sweedish
"I avhandlingen Frihetens rike: wikipedianer om sin praktik, sitt produktionssätt och kapitalismen (Uppsala universitet, 2015) undersöker Arwid Lund hur wikipedianer ser på sin roll som bidragsgivare till uppslagsverket.",Sweedish
"Frågeställningarna rör även synen på Wikipedias roll i samhället, i ljuset av kapitalistiska och kommunistiska infallsvinklar.",Sweedish
Avhandlingen baseras på ett antal djupintervjuer med både tillfälliga och mer etablerade svenskspråkiga wikipedianer.,Sweedish
[100] Som en av internets största samarbetsprojekt och mest omfattande informationskällor har Wikipedia rönt uppmärksamhet i olika sammanhang.,Sweedish
"Här listas några exempel:  Svenskspråkiga Wikipedia har ännu inte någon sida med namnet ”Machine learning”: Andra orsaker till varför detta meddelande visas: 
Vi letar alla efter snabba sätt att bli mer flytande på engelska jag vet att jag förstår vad som händer är att det bara finns några ord som kretsar kring vår hjärna och vi måste göra hela konversationen med bara fantastiskt fantastiskt coolt eller episkt så vad sägs om oss lära dig några smarta nya engelska ord som du kan använda i ditt dagliga liv och höja ditt ordförråd på några minuter.",Sweedish
så idag ska vi lära oss tio nya smarta ord deras betydelse rotord och exempelmeningar så låt oss gå igång hej alla här är och du tittar på.,Sweedish
och i den här videon ska jag ge dig 10 smarta ord för daglig användning och i slutet av den här videon.,Sweedish
Jag kommer också att ge dig ett smart tips för att låta riktigt flytande smart ordnummer.,Sweedish
en är översvämmad översvämmad betyder drunkning eller översvämning men översvämmad används ofta i samband med arbete som jag ' Jag är överbelastad med arbete jag har för mycket arbete att göra Jag har varit överbelastad med arbete hela veckan jag har knappt haft tid att andas nu låt oss titta på roten till detta ord.,Sweedish
träsk är en bit våtmark och om någon trampar på fel ställe i ett träsk kan de lätt drunkna och verbets form av träsk betyder att sjunka så här kan du använda detta ord.,Sweedish
låt oss säga att du har många uppdrag och att du har ett test som kommer och dina vänner kommer till dig och de säger.,Sweedish
hej varför hänger du inte med oss?,Sweedish
Du kan säga till dem jag är så ledsen men jag är överbelastad med arbete eller jag har överraskat några andra ord som du kan använda i stället för översvämmad är jag har för mycket att göra.,Sweedish
det finns för mycket på min tallrik som jag drunknar i jobbet.,Sweedish
jag är deluged med uppdrag smart ord nummer två är catch-22 nu är jag säker på att du ' Jag har hört detta ord innan catch-22 betyder en omöjlig situation där du inte kan göra en sak om du inte har gjort den andra och du inte kan göra den andra eftersom du inte har gjort den första har.,Sweedish
"Jag förvirrade dig, så låt mig ge dig några exempel, en situation med fångst-22 är när du inte får jobb utan att ha arbetslivserfarenhet.",Sweedish
men du kan inte få erfarenhet förrän du får jobb catch-22 myntades av joseph heller i hans berömda bok med samma namn catch-22 när han beskrev några motstridiga regler som var tillämpliga på soldater under andra världskriget.,Sweedish
ett annat exempel på catch-22 är att du behöver ett banklån eftersom du inte har tillräckligt.,Sweedish
pengar men du skulle inte få det banklånet om du inte bevisar för banken att du har tillräckligt med pengar så nästa gång du fastnar i en knepig situation kom ihåg.,Sweedish
att använda ordet catch-22.,Sweedish
och få dessa beundrande utseende från dina vänner andra ord som du kan använda i stället för fångst-22 är paradoxa eller dilemma smarta ord.,Sweedish
nummer tre är suave suave suave betyder att vara sofistikerad för att vara artig och cool och.,Sweedish
välmodig ordet suave har flera olika ursprung men ett mycket intressant ursprung till ordet är vilket betyder trevlig eller söt smakprov.,Sweedish
han är så redo och suave speciellt framför damerna eller barack obama är så suave och polerad nu kom ihåg när du är på en fest nästa gång och du ser den här personen som är så.,Sweedish
väluppfostrad och kultiverad och sofistikerad.,Sweedish
glöm inte att säga hej vem som är den suave killen där ute i hörnet med hjälp av detta ord kommer omedelbart att göra ditt ordförråd.,Sweedish
väldigt suave så smart ord nummer fyra är grymt grymt ordet grymt betyder något riktigt dåligt hemskt grymt fruktansvärt fruktansvärt grymt grymt har en latinsk rot som heter .som betyder rädsla grymt eller hemskt några exempel på ordet grymt är de senaste våldtäktsincidenterna i Delhi var grymma eller fångar behandlas.,Sweedish
på ett grymt sätt ibland i fängelser används också grymma i det dagliga livet för att prata om något vanligt felaktigt görande och du vill överdriva det.,Sweedish
till exempel hans bordssätt var grymt eller hennes klädkänsla är så grymt eller hans grammatik är grymt.,Sweedish
så nästa gång du hör av en hemsk handling i nyheterna kom ihåg att.,Sweedish
"kommentera och säg att detta är en grym handling smart ord nummer 5 är häpnadsväckande, häpnadsväckande, häpnadsväckande, betyder fantastiskt häpnadsväckande.",Sweedish
nu använder vi ofta ordet häftigt här ' s ett annat ord som du kan använda istället för häpnadsväckande häpnadsväckande till exempel idag fick jag en häpnadsväckande poäng på mitt test vilket innebär att jag fick en mycket hög poäng eller.,Sweedish
jag fick en nästan perfekt poäng ordet häpnadsväckande har klassiska latinska rötter från ordet som betyder.,Sweedish
att bli bedövad så häpnadsväckande används för att beskriva något som är fantastiskt bra till exempel ser hon häpnadsväckande ut i den klänningen eller vilken underbar utsikt från den här balkongen eller jag läser den här fantastiska boken som jag inte kan lägga ner vad sägs om att du går och säga.,Sweedish
dina vänner som är denna fantastiska kanal för studenter och några andra ord som du kan använda istället för fantastiska är otroligt fantastiska eller exceptionellt bra ok så innan vi fortsätter med de balanserade fem orden på den här videon kom ihåg att lägga en kommentar under den här videon.,Sweedish
